timestamp,Tin,Tout,mdot,dp,Tpcm_top,Tpcm_mid,Tpcm_bot,mode,prevMode,timeInMode,valvePct,pumpPct,bypassFrac,Qdot,yQ_kWh_next_window,melt_fraction_x,x_next,time_to_x95_min,Tout_next,Tpcm_avg,dT,Erem_kWh
2024-01-01 00:00:00,40.007448919587844,47.650552494415535,0.32511561323287724,3.2286151021534026,41.8105211072897,40.77027835994998,41.10911837882453,1.0,1.0,1.0,53.72511224796551,71.57056126392858,0.1,-10.386849837961854,-0.25412942919006004,0.0,0.0,1.0,48.72218662678815,41.22997261535473,-7.643103574827691,1.8025194444444446
2024-01-01 00:00:01,40.01878082375668,48.72218662678815,0.34285820450011395,2.850984477675702,40.45795256906218,40.81492931355384,37.030121306206105,1.0,1.0,2.0,88.80655326514197,73.74729226361862,0.10034906514152238,-12.473262482252355,-0.2535263378793072,0.0,0.0,1.0,48.019739668432706,39.43433439627404,-8.703405803031472,1.8025194444444446
2024-01-01 00:00:02,40.03885492961418,48.019739668432706,0.5292860761503904,3.6604596368277886,39.00796206046815,39.76530620328989,39.84271160993248,1.0,1.0,3.0,65.25371925759205,77.4495411860933,0.10069812602979616,-17.65703548064236,-0.25124668740764866,0.0,0.0,1.0,47.56075079617376,39.53865995789684,-7.980884738818524,1.8025194444444446
2024-01-01 00:00:03,40.046110942775435,47.56075079617376,0.446533198226591,3.523851402370166,40.092883288077864,40.50787898034563,37.37934081507367,1.0,1.0,4.0,57.4962821263157,74.02989307646162,0.10104717841162458,-14.026141179142424,-0.25175375311159004,0.0,0.0,1.0,47.84076319495547,39.32670102783239,-7.514639853398322,1.8025194444444446
2024-01-01 00:00:04,40.051884817621044,47.84076319495547,0.426029698181062,3.144704279263955,40.82817080897988,40.04083230799841,42.1867861378987,1.0,1.0,5.0,50.04036786854974,73.58526565889206,0.10139621803391453,-13.870466847826805,-0.25305428983475425,0.0,0.0,1.0,48.41439673218858,41.01859641829233,-7.788878377334427,1.8025194444444446
2024-01-01 00:00:05,40.05996411663696,48.41439673218858,0.37759877046358054,3.162103824727195,42.668882345905416,38.744185039163156,38.76147952688005,1.0,1.0,6.0,77.25933799092735,71.08240122579753,0.10174524064372836,-13.186326161252062,-0.25370632980200497,0.0,0.0,1.0,47.77168027744281,40.058182303982875,-8.354432615551616,1.8025194444444446
2024-01-01 00:00:06,40.06921872060725,47.77168027744281,0.5128630602842225,3.512756534519094,38.9649951723012,39.15492622949291,39.5534047617905,1.0,1.0,7.0,88.88200874951625,79.6222201142747,0.10209424198833571,-16.51228746407789,-0.2529468014517287,0.0,0.0,1.0,47.46482014666896,39.224442054528204,-7.7024615568355586,1.8025194444444446
2024-01-01 00:00:07,40.07546584644229,47.46482014666896,0.40998492088769356,3.1969928375016927,41.571865504799646,39.52368343906193,38.78039543657757,1.0,1.0,8.0,60.50204870443546,89.64883063462159,0.10244321781526532,-12.6634096436324,-0.2533102094094251,0.0,0.0,1.0,48.177710105486184,39.958648126813046,-7.389354300226671,1.8025194444444446
2024-01-01 00:00:08,40.086747193863964,48.177710105486184,0.6311999275559222,4.239573215186361,41.889260135368495,38.972733679169615,41.04623168098088,1.0,1.0,9.0,99.04115022718749,86.30233507285097,0.1027921638723569,-21.347323551355643,-0.2514276290531527,0.0,0.0,1.0,48.4426138068154,40.636075165173,-8.09096291162222,1.8025194444444446
2024-01-01 00:00:09,40.10281294286136,48.4426138068154,0.37016461098986797,2.8076527372053066,42.573787969470686,41.02725503484805,39.294507751069574,1.0,1.0,10.0,54.35501043545863,73.64050745730097,0.10314107590781284,-12.904074415810978,-0.2521928449260955,0.0,0.0,1.0,48.34368241586975,40.96518358512944,-8.33980086395404,1.8025194444444446
